-0.000000, 0.029000, -0.000000, 831.500000
-0.000000, 0.080000, -0.057000, 1065.500000
-0.000000, 0.087000, -0.057000, 1195.500000
-0.000000, 0.131000, -0.057000, 1081.000000
-0.000000, 0.167000, -0.057000, 1210.500000
-0.000000, 0.182000, -0.115000, 1207.500000
-0.000000, 0.210000, -0.057000, 1207.500000
-0.000000, 0.225000, -0.115000, 1075.000000
-0.000000, 0.239000, -0.115000, 1149.000000
-0.000000, 0.254000, -0.115000, 1096.500000
-0.000000, 0.254000, -0.115000, 1204.500000
-0.000000, 0.261000, -0.115000, 1201.500000
-0.000000, 0.269000, -0.172000, 1201.500000
-0.000000, 0.269000, -0.172000, 1127.000000
-0.000000, 0.290000, -0.115000, 1204.500000
-0.000000, 0.297000, -0.115000, 1198.500000
-0.000000, 0.320000, -0.172000, 1204.500000
-0.000000, 0.334000, -0.172000, 1207.500000
-0.000000, 0.347000, -0.115000, 1204.500000
-0.000000, 0.370000, -0.172000, 1071.500000
-0.001000, 0.371000, -0.229000, 1201.500000
-0.001000, 0.399000, -0.172000, 1204.500000
-0.001000, 0.420000, -0.172000, 1198.500000
-0.001000, 0.436000, -0.229000, 1207.500000
-0.001000, 0.457000, -0.229000, 1204.500000
-0.001000, 0.493000, -0.229000, 1262.500000
-0.001000, 0.502000, -0.286000, 1306.000000
-0.001000, 0.530000, -0.286000, 1232.000000
-0.001000, 0.573000, -0.229000, 1216.500000
-0.001000, 0.602000, -0.286000, 1306.000000
-0.002000, 0.653000, -0.286000, 1419.500000
-0.002000, 0.704000, -0.344000, 1620.000000
-0.003000, 0.813000, -0.401000, 1629.000000
-0.003000, 0.907000, -0.401000, 1629.000000
-0.004000, 1.058000, -0.401000, 1642.000000
-0.006000, 1.224000, -0.458000, 1648.000000
-0.007000, 1.368000, -0.458000, 1645.000000
-0.008000, 1.571000, -0.516000, 1595.500000
-0.010000, 1.774000, -0.630000, 1604.500000
-0.012000, 1.954000, -0.630000, 1604.500000
-0.015000, 2.193000, -0.688000, 1607.500000
-0.018000, 2.387000, -0.688000, 1607.500000
-0.021000, 2.639000, -0.688000, 1613.500000
-0.024000, 2.900000, -0.802000, 1610.500000
-0.027000, 3.116000, -0.802000, 1617.000000
-0.031000, 3.383000, -0.859000, 1620.000000
-0.035000, 3.651000, -0.917000, 1617.000000
-0.039000, 3.855000, -1.089000, 1611.000000
-0.043000, 4.102000, -1.203000, 1607.500000
-0.048000, 4.297000, -1.261000, 1604.500000
-0.053000, 4.527000, -1.261000, 1638.500000
-0.057000, 4.743000, -1.261000, 1410.500000
-0.061000, 4.916000, -1.261000, 1303.000000
-0.065000, 5.097000, -1.318000, 1296.500000
-0.068000, 5.241000, -1.318000, 1284.500000
-0.072000, 5.385000, -1.318000, 1327.500000
-0.075000, 5.514000, -1.318000, 1281.500000
-0.077000, 5.622000, -1.318000, 1327.500000
-0.080000, 5.732000, -1.432000, 1327.500000
-0.083000, 5.841000, -1.490000, 1315.500000
-0.085000, 5.928000, -1.490000, 1321.500000
-0.087000, 6.014000, -1.490000, 1315.000000
-0.089000, 6.080000, -1.547000, 1284.000000
-0.091000, 6.144000, -1.547000, 1315.500000
-0.093000, 6.217000, -1.604000, 1315.500000
-0.094000, 6.254000, -1.662000, 1306.000000
-0.096000, 6.321000, -1.776000, 1312.000000
-0.097000, 6.371000, -1.776000, 1324.500000
-0.100000, 6.451000, -1.833000, 1315.000000
-0.102000, 6.516000, -1.833000, 1216.500000
-0.104000, 6.574000, -1.833000, 1004.000000
-0.105000, 6.609000, -1.776000, 89.500000
-0.105000, 6.609000, -1.776000, 6.000000
-0.105000, 6.602000, -1.776000, 0.000000
-0.104000, 6.580000, -1.776000, -6.500000
-0.099000, 6.421000, -1.719000, -18.500000
-0.097000, 6.353000, -1.547000, 9.500000
-0.096000, 6.322000, -1.432000, 0.000000
-0.096000, 6.328000, -1.318000, 3.500000
-0.096000, 6.327000, -1.261000, 9.500000
-0.096000, 6.327000, -1.261000, 6.500000
-0.096000, 6.327000, -1.261000, 9.000000
-0.096000, 6.305000, -1.261000, 15.500000
-0.096000, 6.310000, -1.146000, 12.500000
-0.096000, 6.317000, -1.089000, 18.500000
-0.096000, 6.309000, -1.089000, 80.000000
-0.096000, 6.293000, -0.974000, 95.500000
-0.096000, 6.298000, -0.859000, 52.500000
-0.095000, 6.281000, -0.688000, 89.500000
-0.095000, 6.272000, -0.573000, 89.500000
-0.095000, 6.263000, -0.458000, 95.500000
-0.095000, 6.253000, -0.286000, 101.500000
-0.095000, 6.229000, -0.172000, 67.500000
-0.095000, 6.228000, -0.057000, 67.500000
-0.095000, 6.227000, -0.000000, 24.500000
-0.095000, 6.226000, 0.057000, 74.000000
-0.095000, 6.217000, 0.172000, 101.500000
-0.095000, 6.192000, 0.344000, 70.500000
-0.096000, 6.150000, 0.688000, 40.000000
-0.096000, 6.106000, 1.662000, 24.500000
-0.099000, 6.043000, 2.807000, 34.000000
-0.103000, 5.978000, 4.584000, 15.500000
-0.110000, 5.904000, 6.875000, 80.000000
-0.118000, 5.851000, 8.824000, 55.500000
